,当地时间 温州市,T,Po,P,Pa,U,DD,Ff,ff3,WW,W1,W2,Tn,Tx,H,VV,Td,RRR,tR,date_time
649,04.12.2023 08:00,9.3,763.2,766.8,0.4,97.0,从西方吹来的风,2.0,6.0,间歇性雨，不冻，在观测时较弱 ,小雨,在整个相应周期内云遮住了一半或以下的天空,8.4,,2500或更高，或无云。,1.5,8.8,13,12.0,2023-09-15 04:20:15
650,04.12.2023 11:00,10.5,762.3,765.9,-0.9,97.0,从西方吹来的风,2.0,6.0,间歇性雨，不冻，在观测时较弱 ,小雨,在整个相应周期内云遮住了一半或以下的天空,8.4,,2500或更高，或无云。,2.2,10.0,15,12.0,2023-09-15 04:20:15
651,04.12.2023 14:00,11.7,760.0,763.6,-2.3,98.0,从西南偏西方向吹来的风,1.0,4.0,间歇性雨，不冻，在观测时较弱 ,小雨,在整个相应周期内云遮住了一半或以下的天空,8.4,14.0,2500或更高，或无云。,2.3,11.4,14,12.0,2023-09-15 04:20:15
652,04.12.2023 17:00,11.9,760.1,763.7,0.1,97.0,从西北偏北方向吹来的风,2.0,4.0,间歇性雨，不冻，在观测时较弱 ,小雨,在整个相应周期内云遮住了一半或以下的天空,8.4,12.1,2500或更高，或无云。,3.2,11.4,6,12.0,2023-09-15 04:20:15
653,04.12.2023 20:00,12.1,760.6,764.2,0.5,97.0,从西北方吹来的风,0.0,5.0,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,8.4,12.1,2500或更高，或无云。,2.4,11.6,3,12.0,2023-09-15 04:20:15
654,04.12.2023 23:00,12.1,760.4,764.0,-0.2,97.0,从西北偏西方向吹来的风,1.0,5.0,薄雾 ,,,8.4,12.2,2500或更高，或无云。,1.6,11.6,1,12.0,2023-09-15 04:30:15
655,05.12.2023 02:00,11.0,759.3,762.9,-1.1,98.0,从西北偏西方向吹来的风,1.0,5.0,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,12.2,2500或更高，或无云。,1.6,10.7,0.9,12.0,2023-09-15 04:30:15
656,05.12.2023 05:00,10.8,759.6,763.2,0.3,98.0,从西方吹来的风,2.0,6.0,薄雾 ,,,8.8,12.2,2500或更高，或无云。,1.9,10.5,0.1,12.0,2023-09-15 04:30:15
657,05.12.2023 08:00,11.5,761.0,764.6,1.4,98.0,从西南偏南方向吹来的风,2.0,6.0,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.3,12.2,2500或更高，或无云。,1.8,11.2,0.1,12.0,2023-09-15 04:30:15
658,05.12.2023 11:00,16.9,760.4,763.9,-0.6,67.0,从东南偏南方向吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.3,16.9,2500或更高，或无云。,12.0,10.7,0.2,12.0,2023-09-15 04:30:15
659,05.12.2023 14:00,18.1,758.9,762.4,-1.5,57.0,从东方吹来的风,3.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.3,18.8,2500或更高，或无云。,17.0,9.5,0.2,12.0,2023-09-15 04:40:15
660,05.12.2023 17:00,14.6,759.5,763.0,0.6,76.0,从东方吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.3,18.8,2500或更高，或无云。,16.0,10.4,,,2023-09-15 04:40:15
661,05.12.2023 20:00,12.0,760.7,764.3,1.2,82.0,从东北偏北方向吹来的风,0.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.3,18.8,2500或更高，或无云。,7.0,9.0,,,2023-09-15 04:40:15
662,05.12.2023 23:00,11.2,761.2,764.7,0.5,89.0,从西方吹来的风,3.0,5.0,霾 ,,,10.3,18.8,2500或更高，或无云。,2.2,9.5,无降水,12.0,2023-09-15 04:40:15
663,06.12.2023 02:00,10.0,760.6,764.1,-0.6,94.0,从西方吹来的风,2.0,4.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.0,18.8,2500或更高，或无云。,1.1,9.1,无降水,12.0,2023-09-15 04:40:15
664,06.12.2023 05:00,9.5,760.6,764.2,0.0,93.0,从西方吹来的风,2.0,5.0,霾 ,,,9.4,18.8,2500或更高，或无云。,2.9,8.4,无降水,12.0,2023-09-15 04:50:15
665,06.12.2023 08:00,10.3,761.3,764.9,0.7,90.0,从西方吹来的风,2.0,7.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.4,,2500或更高，或无云。,2.9,8.7,无降水,12.0,2023-09-15 04:50:15
666,06.12.2023 11:00,16.9,760.3,763.9,-1.0,63.0,从西南偏西方向吹来的风,3.0,8.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.4,18.8,2500或更高，或无云。,15.0,9.8,无降水,12.0,2023-09-15 04:50:15
667,06.12.2023 14:00,20.9,758.5,762.1,-1.8,43.0,从西南偏南方向吹来的风,1.0,8.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.4,21.6,2500或更高，或无云。,18.0,7.9,无降水,12.0,2023-09-15 04:50:15
668,06.12.2023 17:00,17.8,759.2,762.7,0.7,63.0,从东方吹来的风,2.0,8.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.4,23.1,2500或更高，或无云。,7.0,10.7,无降水,12.0,2023-09-15 04:50:15
669,06.12.2023 20:00,14.5,760.5,764.0,1.3,62.0,从西北偏西方向吹来的风,1.0,8.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.4,23.1,2500或更高，或无云。,6.0,7.3,无降水,12.0,2023-09-15 05:00:15
670,06.12.2023 23:00,13.0,761.6,765.1,1.1,64.0,从西方吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,,,9.4,23.1,2500或更高，或无云。,17.0,6.4,无降水,12.0,2023-09-15 05:00:15
671,07.12.2023 02:00,12.4,761.8,765.4,0.2,64.0,从西方吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.4,23.1,2500或更高，或无云。,19.0,5.8,无降水,12.0,2023-09-15 05:00:15
672,07.12.2023 05:00,9.9,761.8,765.4,0.0,78.0,从西方吹来的风,2.0,6.0,霾 ,,,9.4,23.1,2500或更高，或无云。,5.0,6.2,无降水,12.0,2023-09-15 05:00:15
673,07.12.2023 08:00,10.4,762.8,766.4,1.0,75.0,从西方吹来的风,3.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.3,,2500或更高，或无云。,8.0,6.2,无降水,12.0,2023-09-15 05:00:15
674,07.12.2023 11:00,17.2,762.3,765.8,-0.5,43.0,从西方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.3,23.1,2500或更高，或无云。,17.0,4.5,无降水,12.0,2023-09-15 05:10:15
675,07.12.2023 14:00,19.1,760.4,763.9,-1.9,37.0,从东南方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.3,23.1,2500或更高，或无云。,14.0,4.1,无降水,12.0,2023-09-15 05:10:15
676,07.12.2023 17:00,15.8,760.8,764.3,0.4,63.0,从东方吹来的风,3.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.3,21.0,2500或更高，或无云。,11.0,8.8,无降水,12.0,2023-09-15 05:10:15
677,07.12.2023 20:00,13.1,761.6,765.2,0.8,79.0,从西方吹来的风,1.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.3,21.0,2500或更高，或无云。,7.0,9.5,无降水,12.0,2023-09-15 05:10:15
678,07.12.2023 23:00,11.6,761.5,765.1,-0.1,76.0,从西方吹来的风,2.0,5.0,霾 ,,,9.3,21.0,2500或更高，或无云。,6.0,7.5,无降水,12.0,2023-09-15 05:10:15
679,08.12.2023 02:00,11.2,760.9,764.5,-0.6,76.0,从西方吹来的风,3.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.3,21.0,2500或更高，或无云。,8.0,7.1,无降水,12.0,2023-09-15 05:20:15
680,08.12.2023 05:00,10.4,760.4,763.9,-0.5,81.0,从西方吹来的风,4.0,7.0,霾 ,,,9.3,21.0,2500或更高，或无云。,5.0,7.3,无降水,12.0,2023-09-15 05:20:15
681,08.12.2023 08:00,11.2,761.4,765.0,1.0,72.0,从西方吹来的风,4.0,9.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,,2500或更高，或无云。,12.0,6.3,无降水,12.0,2023-09-15 05:20:15
682,08.12.2023 11:00,17.7,760.9,764.5,-0.5,51.0,从西方吹来的风,3.0,9.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,21.0,2500或更高，或无云。,14.0,7.4,无降水,12.0,2023-09-15 05:20:15
683,08.12.2023 14:00,22.9,758.6,762.1,-2.3,49.0,从东方吹来的风,1.0,9.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,23.0,2500或更高，或无云。,13.0,11.6,无降水,12.0,2023-09-15 05:20:15
684,08.12.2023 17:00,18.7,758.8,762.3,0.2,67.0,从东方吹来的风,2.0,9.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,23.1,2500或更高，或无云。,12.0,12.5,无降水,12.0,2023-09-15 05:30:15
685,08.12.2023 20:00,15.6,759.5,763.0,0.7,79.0,无风,0.0,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,23.1,2500或更高，或无云。,7.0,12.0,无降水,12.0,2023-09-15 05:30:15
686,08.12.2023 23:00,15.0,759.1,762.6,-0.4,86.0,从西方吹来的风,3.0,5.0,霾 ,,,9.8,23.1,2500或更高，或无云。,3.3,12.7,无降水,12.0,2023-09-15 05:30:15
687,09.12.2023 02:00,15.1,758.7,762.1,-0.4,84.0,从西方吹来的风,3.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,23.1,2500或更高，或无云。,3.6,12.4,无降水,12.0,2023-09-15 05:30:15
688,09.12.2023 05:00,15.2,758.8,762.4,0.1,82.0,从西方吹来的风,2.0,5.0,霾 ,,,9.8,23.1,2500或更高，或无云。,6.0,12.2,无降水,12.0,2023-09-15 05:30:15
689,09.12.2023 08:00,15.8,760.0,763.6,1.2,81.0,从西方吹来的风,3.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,,2500或更高，或无云。,7.0,12.5,无降水,12.0,2023-09-15 05:40:15
690,09.12.2023 11:00,17.7,759.7,763.2,-0.3,79.0,从西方吹来的风,2.0,6.0,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.8,,2500或更高，或无云。,5.0,14.0,无降水,12.0,2023-09-15 05:40:15
691,09.12.2023 14:00,18.5,757.9,761.5,-1.8,69.0,从西南方吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.8,23.1,2500或更高，或无云。,11.0,12.7,无降水,12.0,2023-09-15 05:40:15
692,09.12.2023 17:00,16.1,757.8,761.3,-0.1,89.0,无风,0.0,,间歇性雨，不冻，在观测时较弱 ,小雨,在整个相应周期内云遮住了一半或以下的天空,14.8,18.7,2500或更高，或无云。,4.7,14.3,0.5,12.0,2023-09-15 05:40:15
693,09.12.2023 20:00,15.0,759.2,762.7,1.4,95.0,从西北偏北方向吹来的风,1.0,6.0,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.8,18.5,2500或更高，或无云。,1.8,14.2,2,12.0,2023-09-15 05:40:15
694,09.12.2023 23:00,15.0,758.9,762.4,-0.3,96.0,从西方吹来的风,2.0,5.0,薄雾 ,,,14.9,18.5,2500或更高，或无云。,1.8,14.4,2,12.0,2023-09-15 05:50:15
695,10.12.2023 02:00,14.9,758.7,762.2,-0.2,94.0,从西方吹来的风,1.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,18.5,2500或更高，或无云。,1.4,13.9,2,12.0,2023-09-15 05:50:15
696,10.12.2023 05:00,15.2,758.8,762.4,0.1,92.0,从西方吹来的风,2.0,5.0,霾 ,,,14.9,,2500或更高，或无云。,4.7,13.9,2,12.0,2023-09-15 05:50:15
697,10.12.2023 08:00,15.2,759.7,763.2,0.9,95.0,从西南偏西方向吹来的风,1.0,5.0,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,,2500或更高，或无云。,1.7,14.4,0.6,12.0,2023-09-15 05:50:15
698,10.12.2023 11:00,19.1,759.4,762.9,-0.3,75.0,从西南偏西方向吹来的风,1.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,19.1,2500或更高，或无云。,15.0,14.6,0.6,12.0,2023-09-15 05:50:15
699,10.12.2023 14:00,24.2,757.0,760.5,-2.4,51.0,从东方吹来的风,1.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,24.5,2500或更高，或无云。,18.0,13.4,0.6,12.0,2023-09-15 06:00:15
700,10.12.2023 17:00,20.1,757.4,760.9,0.4,63.0,从东方吹来的风,2.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,24.5,2500或更高，或无云。,13.0,12.8,0.6,12.0,2023-09-15 06:00:15
701,10.12.2023 20:00,18.5,758.3,761.8,0.9,70.0,从北方吹来的风,0.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,24.5,2500或更高，或无云。,12.0,12.9,无降水,12.0,2023-09-15 06:00:15
702,10.12.2023 23:00,16.8,757.9,761.3,-0.4,83.0,从西方吹来的风,1.0,5.0,云量发展情况没有进行观测或无法观测。 ,,,14.9,24.5,2500或更高，或无云。,9.0,13.9,无降水,12.0,2023-09-15 06:00:15
703,11.12.2023 02:00,16.7,757.3,760.8,-0.6,85.0,从西方吹来的风,2.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,24.5,2500或更高，或无云。,4.2,14.2,无降水,12.0,2023-09-15 06:00:15
704,11.12.2023 05:00,16.8,757.1,760.6,,86.0,从西方吹来的风,2.0,5.0, ,,,15.2,24.5,,7.0,14.4,无降水,6.0,2023-09-15 06:10:15
705,11.12.2023 08:00,17.1,757.3,760.8,0.2,85.0,从西南偏南方向吹来的风,1.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.3,,2500或更高，或无云。,4.0,14.6,无降水,12.0,2023-09-15 06:10:15
706,11.12.2023 11:00,23.0,757.5,760.9,0.2,60.0,从东南方吹来的风,1.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.3,24.5,2500或更高，或无云。,4.8,14.8,无降水,12.0,2023-09-15 06:10:15
707,11.12.2023 14:00,24.1,755.8,759.3,-1.7,58.0,从东南偏东方向吹来的风,2.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.3,24.6,2500或更高，或无云。,5.0,15.3,无降水,12.0,2023-09-15 06:10:15
708,11.12.2023 17:00,19.7,757.3,760.8,1.5,82.0,从东方吹来的风,4.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.3,24.6,2500或更高，或无云。,3.9,16.5,无降水,12.0,2023-09-15 06:10:15
709,11.12.2023 20:00,18.0,760.0,763.6,2.7,88.0,从东北偏东方向吹来的风,3.0,8.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.3,24.6,2500或更高，或无云。,2.5,16.0,无降水,12.0,2023-09-15 06:20:15
710,11.12.2023 23:00,15.8,760.5,763.9,0.5,85.0,从东方吹来的风,3.0,8.0,云量发展情况没有进行观测或无法观测。 ,,,15.7,24.6,2500或更高，或无云。,8.0,13.3,无降水,12.0,2023-09-15 06:20:15
711,12.12.2023 02:00,14.7,760.8,764.2,,91.0,从东方吹来的风,3.0,8.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.7,24.6,,3.4,13.2,无降水,6.0,2023-09-15 06:20:15
712,12.12.2023 05:00,13.0,761.5,765.0,,89.0,从东方吹来的风,3.0,8.0,霾 ,,,13.0,24.6,,4.2,11.2,无降水,6.0,2023-09-15 06:20:15
713,12.12.2023 08:00,11.7,763.4,766.9,1.9,96.0,从东方吹来的风,2.0,7.0,小雨（不冻） ,小雨,在整个相应周期内云遮住了一半或以下的天空,11.6,24.6,2500或更高，或无云。,2.6,11.1,2,12.0,2023-09-15 06:20:15
714,12.12.2023 11:00,13.2,764.2,767.7,0.8,86.0,从东南偏东方向吹来的风,1.0,7.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.6,,2500或更高，或无云。,6.0,10.9,2,12.0,2023-09-15 06:30:15
715,12.12.2023 14:00,14.1,763.1,766.6,-1.1,77.0,从东南偏东方向吹来的风,3.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.6,,2500或更高，或无云。,11.0,10.1,2,12.0,2023-09-15 06:30:15
716,12.12.2023 17:00,13.6,764.0,767.5,0.9,71.0,从东方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.6,,2500或更高，或无云。,15.0,8.4,2,12.0,2023-09-15 06:30:15
717,12.12.2023 20:00,12.8,765.4,769.0,,69.0,从东北偏东方向吹来的风,4.0,7.0, ,,,11.6,,,17.0,7.3,无降水,6.0,2023-09-15 06:30:15
718,12.12.2023 23:00,11.6,765.8,769.4,0.4,72.0,从东北偏东方向吹来的风,4.0,7.0,云量发展情况没有进行观测或无法观测。 ,,,11.6,15.8,2500或更高，或无云。,13.0,6.7,无降水,12.0,2023-09-15 06:30:15
719,13.12.2023 02:00,10.4,765.8,769.4,0.0,76.0,从东北方吹来的风,3.0,7.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.4,14.8,2500或更高，或无云。,6.0,6.4,无降水,12.0,2023-09-15 06:40:15
720,13.12.2023 05:00,9.9,765.7,769.3,-0.1,77.0,从东方吹来的风,2.0,7.0,霾 ,,,9.9,14.5,2500或更高，或无云。,5.0,6.1,无降水,12.0,2023-09-15 06:40:15
721,13.12.2023 08:00,11.0,766.8,770.4,,75.0,从西北方吹来的风,0.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.9,14.5,,5.0,6.6,无降水,6.0,2023-09-15 06:40:15
722,13.12.2023 11:00,13.5,766.4,770.0,,71.0,从西南偏西方向吹来的风,1.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.9,14.5,,4.9,8.4,无降水,6.0,2023-09-15 06:40:15
723,13.12.2023 14:00,16.4,764.1,767.6,-2.3,60.0,从西南偏西方向吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.9,16.5,2500或更高，或无云。,8.0,8.6,无降水,12.0,2023-09-15 06:40:15
724,13.12.2023 17:00,15.7,763.6,767.2,-0.5,66.0,无风,0.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.9,16.5,2500或更高，或无云。,7.0,9.4,无降水,12.0,2023-09-15 06:50:15
725,13.12.2023 20:00,15.5,764.2,767.8,0.6,72.0,无风,0.0,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.9,16.5,2500或更高，或无云。,6.0,10.5,无降水,12.0,2023-09-15 06:50:15
726,13.12.2023 23:00,15.3,763.9,767.5,-0.3,79.0,从东北偏北方向吹来的风,1.0,4.0,霾 ,,,9.9,16.5,2500或更高，或无云。,3.9,11.7,无降水,12.0,2023-09-15 06:50:15
727,14.12.2023 02:00,15.2,763.6,767.1,-0.3,81.0,从北方吹来的风,0.0,3.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,16.5,2500或更高，或无云。,3.3,12.0,无降水,12.0,2023-09-15 06:50:15
728,14.12.2023 05:00,15.3,762.8,766.3,-0.8,81.0,从西南偏西方向吹来的风,1.0,3.0,霾 ,,,,,2500或更高，或无云。,3.6,12.1,无降水,12.0,2023-09-15 06:50:15
729,14.12.2023 08:00,16.3,763.3,766.8,0.5,80.0,从西方吹来的风,2.0,4.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,16.5,2500或更高，或无云。,6.0,12.8,无降水,12.0,2023-09-15 07:00:15
730,14.12.2023 11:00,20.6,763.0,766.5,-0.3,69.0,从西方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.4,20.6,2500或更高，或无云。,15.0,14.7,无降水,12.0,2023-09-15 07:00:15
731,14.12.2023 14:00,24.3,760.4,763.9,-2.6,63.0,从东方吹来的风,3.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,24.8,2500或更高，或无云。,6.0,16.8,无降水,12.0,2023-09-15 07:00:15
732,14.12.2023 17:00,20.4,760.0,763.5,-0.4,84.0,从东北偏东方向吹来的风,2.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,24.8,2500或更高，或无云。,5.0,17.6,无降水,12.0,2023-09-15 07:00:15
733,14.12.2023 20:00,18.2,760.5,764.0,0.5,91.0,从东北偏东方向吹来的风,1.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,24.8,2500或更高，或无云。,3.5,16.7,无降水,12.0,2023-09-15 07:00:15
734,14.12.2023 23:00,17.2,760.3,763.7,-0.2,96.0,从西方吹来的风,0.0,5.0,薄雾 ,,,14.9,24.8,2500或更高，或无云。,1.6,16.6,无降水,12.0,2023-09-15 07:10:15
735,15.12.2023 02:00,17.1,759.0,762.4,-1.3,97.0,从西北偏西方向吹来的风,1.0,5.0,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.9,24.8,2500或更高，或无云。,1.0,16.6,无降水,12.0,2023-09-15 07:10:15
736,15.12.2023 05:00,16.8,758.2,761.6,-0.8,98.0,从西方吹来的风,1.0,4.0,雾或冰雾 ,,,14.9,24.8,2500或更高，或无云。,0.6,16.5,无降水,12.0,2023-09-15 07:10:15
737,15.12.2023 08:00,17.0,759.1,762.6,,99.0,从西方吹来的风,1.0,4.0,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,雾或冰雾或强阴霾,在整个相应周期内云遮住了一半或以下的天空,16.4,,,0.4,16.8,无降水,6.0,2023-09-15 07:10:15
738,15.12.2023 11:00,18.3,758.5,762.0,-0.6,97.0,从南方吹来的风,1.0,4.0,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.5,,2500或更高，或无云。,2.2,17.8,无降水,12.0,2023-09-15 07:10:15
739,15.12.2023 14:00,20.5,756.8,760.3,-1.7,84.0,从东方吹来的风,3.0,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.5,24.4,2500或更高，或无云。,2.6,17.7,无降水,12.0,2023-09-15 07:20:15
740,15.12.2023 17:00,16.8,759.1,762.7,2.3,94.0,从东方吹来的风,4.0,8.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.5,22.3,2500或更高，或无云。,2.5,15.8,无降水,12.0,2023-09-15 07:20:15
741,15.12.2023 20:00,13.5,761.7,765.2,2.6,97.0,从东方吹来的风,4.0,8.0,间歇性毛毛雨，不冻，在观测时是微弱的 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.5,22.3,2500或更高，或无云。,1.7,13.0,0.4,12.0,2023-09-15 07:20:15
742,15.12.2023 23:00,11.3,762.9,766.4,1.2,97.0,从东方吹来的风,3.0,9.0,间歇性毛毛雨，不冻，在观测时是微弱的 ,,,11.3,22.3,2500或更高，或无云。,1.8,10.8,2,12.0,2023-09-15 07:20:15
743,16.12.2023 02:00,9.9,764.2,767.7,1.3,90.0,从西北偏北方向吹来的风,5.0,10.0,间歇性雨，不冻，在观测时较弱 ,小雨,在整个相应周期内云遮住了一半或以下的天空,9.9,22.3,2500或更高，或无云。,11.0,8.3,4,12.0,2023-09-15 07:20:15
744,16.12.2023 05:00,7.0,766.3,769.9,2.1,81.0,从西北偏北方向吹来的风,2.0,12.0,小雨（不冻） ,,,6.8,22.3,2500或更高，或无云。,20.0,4.0,7,12.0,2023-09-15 07:30:15
745,16.12.2023 08:00,6.3,767.8,771.4,1.5,86.0,从北方吹来的风,3.0,12.0,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.1,22.3,2500或更高，或无云。,19.0,4.1,10,12.0,2023-09-15 07:30:15
746,16.12.2023 11:00,6.4,769.3,773.0,1.5,78.0,从西北偏北方向吹来的风,3.0,12.0,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.1,,2500或更高，或无云。,15.0,2.8,9,12.0,2023-09-15 07:30:15
